StockCode,Description,QuantitySold,CurrentPrice,Revenue,RecommendedPrice,Discount(%),ProfitCategory
22915,ASSORTED BOTTLE TOP  MAGNETS ,2928,0.39932835820895524,1104.36,3.47,0,Medium Profit
22916,HERB MARKER THYME,1816,0.649476439790576,1168.4,3.69,0,Medium Profit
22917,HERB MARKER ROSEMARY,1851,0.649476439790576,1191.15,3.68,0,Medium Profit
22918,HERB MARKER PARSLEY,1771,0.6489473684210527,1119.15,3.7,0,Medium Profit
22919,HERB MARKER MINT,1665,0.6494845360824743,1070.25,3.72,0,Medium Profit
22920,HERB MARKER BASIL,3325,0.6489473684210527,1997.7500000000002,3.39,0,Medium Profit
22921,HERB MARKER CHIVES ,1643,0.6494011976047904,1055.95,3.72,0,Medium Profit
22922,FRIDGE MAGNETS US DINER ASSORTED,1482,0.8563636363636363,1226.3999999999999,3.76,0,Medium Profit
22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,1269,0.8448,1031.85,3.8,0,Medium Profit
22924,FRIDGE MAGNETS LA VIE EN ROSE,1170,0.8464864864864865,963.3,3.82,0,Low Profit
22925,BLUE GIANT GARDEN THERMOMETER,426,5.9838036809815955,2511.7200000000003,3.97,10,Medium Profit
22926,IVORY GIANT GARDEN THERMOMETER,566,5.939071038251367,3295.7000000000003,3.94,5,Medium Profit
22927,GREEN GIANT GARDEN THERMOMETER,395,5.934496124031008,2278.25,3.97,10,Medium Profit
22928,YELLOW GIANT GARDEN THERMOMETER,251,6.382499999999999,1535.5700000000002,4.0,10,Medium Profit
22929,SCHOOL DESK AND CHAIR ,19,63.91538461538461,1199.75,4.05,10,Medium Profit
22930,BAKING MOULD HEART MILK CHOCOLATE,1040,2.5655479452054792,2513.12,3.84,0,Medium Profit
22931,BAKING MOULD HEART WHITE CHOCOLATE,792,2.5514414414414412,1873.51,3.89,5,Medium Profit
22932,BAKING MOULD TOFFEE CUP  CHOCOLATE,6,2.55,15.299999999999999,4.05,10,Low Profit
22932,BAKING MOULD TOFFEE CUP CHOCOLATE,866,2.5,1935.6000000000001,3.88,5,Medium Profit
22933,BAKING MOULD EASTER EGG MILK CHOC,876,2.922826086956522,2272.2000000000003,3.88,5,Medium Profit
22934,BAKING MOULD EASTER EGG WHITE CHOC,560,2.9152173913043478,1527.2,3.94,5,Medium Profit
22935,BAKING MOULD ROSE MILK CHOCOLATE,673,3.1634615384615383,1964.25,3.92,5,Medium Profit
22936,BAKING MOULD ROSE WHITE CHOCOLATE,258,3.3037142857142854,766.88,4.0,10,Low Profit
22937,BAKING MOULD CHOCOLATE CUP CAKES,12,2.55,30.599999999999998,4.05,10,Low Profit
22937,BAKING MOULD CHOCOLATE CUPCAKES,915,2.6142647058823525,2358.89,3.87,5,Medium Profit
22937,BAKING MOULD CUPCAKE CHOCOLATE,12,2.55,30.599999999999998,4.05,10,Low Profit
22938,CUPCAKE LACE PAPER SET 6,2321,1.9417441860465117,4355.33,3.59,0,Medium Profit
22939,ADULT APRON APPLE DELIGHT,179,5.8085,891.9300000000001,4.02,10,Low Profit
22939,APRON APPLE DELIGHT,267,4.938709677419355,1286.65,4.0,10,Medium Profit
22940,FELTCRAFT CHRISTMAS FAIRY,1881,4.353571428571429,7658.93,3.68,0,High Profit
22941,CHRISTMAS LIGHTS 10 REINDEER,1570,8.447233201581028,12133.0,3.74,0,High Profit
22942,CHRISTMAS LIGHTS 10 SANTAS ,580,7.437786259541985,4100.25,3.94,5,Medium Profit
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,1274,4.97062893081761,5939.280000000001,3.8,0,High Profit
22944,CHRISTMAS METAL POSTCARD WITH BELLS,2704,0.519,1125.94,3.51,0,Medium Profit
22945,CHRISTMAS METAL TAGS ASSORTED ,2857,0.8922302158273381,2395.93,3.48,0,Medium Profit
22946,WOODEN ADVENT CALENDAR CREAM,369,16.319444444444443,5323.05,3.98,10,High Profit
22947,WOODEN ADVENT CALENDAR RED,536,10.323076923076922,5047.6,3.94,5,High Profit
22948,METAL DECORATION NAUGHTY CHILDREN ,1454,0.9241346153846154,1284.86,3.76,0,Medium Profit
22949,36 DOILIES DOLLY GIRL,893,1.45,1294.85,3.87,5,Medium Profit
22949,SET OF 36 DOLLY GIRL PAPER DOILIES,42,1.45,60.9,4.04,10,Low Profit
22950,36 DOILIES VINTAGE CHRISTMAS,5152,1.4362499999999998,7004.799999999999,3.02,0,High Profit
22950,SET OF 36 VINTAGE CHRISTMAS DOILIES,27,1.45,39.15,4.05,10,Low Profit
22951,60 CAKE CASES DOLLY GIRL DESIGN,7211,0.5632033426183845,3735.61,2.61,0,Medium Profit
22952,60 CAKE CASES VINTAGE CHRISTMAS,14712,0.5424008350730689,7405.200000000001,1.12,0,High Profit
22952,72 CAKE CASES VINTAGE CHRISTMAS,24,0.55,13.200000000000001,4.05,10,Low Profit
22953,BIRTHDAY BANNER TAPE,24,1.25,30.0,4.05,10,Low Profit
22953,BIRTHDAY PARTY CORDON BARRIER TAPE,436,1.2795121951219512,548.63,3.96,10,Low Profit
22954,HEN PARTY CORDON BARRIER TAPE,160,1.25,200.0,4.02,10,Low Profit
22955,36 FOIL STAR CAKE CASES ,997,2.0110185185185183,1912.3400000000001,3.85,5,Medium Profit
22956,36 FOIL HEART CAKE CASES,1998,2.0497109826589597,3814.3700000000003,3.65,0,Medium Profit
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,1746,2.92979797979798,4872.3,3.7,0,Medium Profit
22959,WRAP CHRISTMAS VILLAGE,4876,0.4184285714285714,2003.92,3.08,0,Medium Profit
22960,JAM MAKING SET WITH JARS,8140,4.18311717861206,32616.22,2.43,0,High Profit
22961,JAM MAKING SET PRINTED,15039,1.4717126436781607,21147.55,1.05,0,High Profit
22962,JAM JAR WITH PINK LID,3675,0.8457723577235773,2947.47,3.32,0,Medium Profit
22963,JAM JAR WITH BLUE LID,24,0.72,17.28,4.05,10,Low Profit
22963,JAM JAR WITH GREEN LID,3046,0.8456459330143541,2433.88,3.44,0,Medium Profit
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2510,2.134046822742475,5026.240000000001,3.55,0,High Profit
22965,3 TRADITIONAL COOKIE CUTTERS  SET,162,2.0375,304.20000000000005,4.02,10,Low Profit
22965,3 TRADITIONAl BISCUIT CUTTERS  SET,1154,2.127536945812808,2418.0200000000004,3.82,0,Medium Profit
22966,GINGERBREAD MAN COOKIE CUTTER,7196,1.2614159292035398,8615.130000000001,2.62,0,High Profit
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,1159,2.9286259541984734,3224.65,3.82,0,Medium Profit
22968,ROSE COTTAGE KEEPSAKE BOX ,728,9.718402777777776,6565.0,3.91,5,High Profit
22969,HOMEMADE JAM SCENTED CANDLES,12080,1.4507335907335908,17504.2,1.64,0,High Profit
22970,LONDON BUS COFFEE MUG,4213,2.4917266187050355,9582.15,3.21,0,High Profit
22971,QUEENS GUARD COFFEE MUG,2365,2.5219574468085106,5603.57,3.58,0,High Profit
22972,CHILDREN'S SPACEBOY MUG,1688,1.6535754189944134,2746.1599999999994,3.72,0,Medium Profit
22972,CHILDRENS SPACEBOY MUG,24,1.65,39.599999999999994,4.05,10,Low Profit
22973,CHILDREN'S CIRCUS PARADE MUG,1186,1.6723423423423422,1914.5799999999997,3.82,0,Medium Profit
22974,CHILDRENS DOLLY GIRL MUG,1514,1.6864556962025314,2443.14,3.75,0,Medium Profit
22975,SPACEBOY CHILDRENS EGG CUP,1118,1.2752083333333333,1405.97,3.83,0,Medium Profit
22976,CIRCUS PARADE CHILDRENS EGG CUP ,1022,1.26070796460177,1282.34,3.85,0,Medium Profit
22977,DOLLY GIRL CHILDRENS EGG CUP,904,1.2608035714285715,1131.21,3.87,5,Medium Profit
22978,PANTRY ROLLING PIN,2406,3.752284263959391,9180.529999999999,3.57,0,High Profit
22979,PANTRY WASHING UP BRUSH,3913,1.4965686274509804,5785.71,3.27,0,High Profit
22980,PANTRY SCRUBBING BRUSH,2286,1.674590163934426,3656.9399999999996,3.6,0,Medium Profit
22981,PANTRY APPLE CORER,435,1.4473333333333334,601.9499999999999,3.96,10,Low Profit
22982,PANTRY PASTRY BRUSH,1044,1.3150000000000002,1307.05,3.84,0,Medium Profit
22983,CARD BILLBOARD FONT,5026,0.42737951807228913,2067.75,3.05,0,Medium Profit
22984,CARD GINGHAM ROSE ,2654,0.42157142857142854,1063.66,3.52,0,Medium Profit
22985,WRAP BILLBOARD FONTS DESIGN,1800,0.42,756.0,3.69,0,Low Profit
22985,"WRAP, BILLBOARD FONTS DESIGN",1950,0.4152941176470588,731.0,3.66,0,Low Profit
22986,GINGHAM ROSE WRAP,1825,0.42,766.5,3.69,0,Low Profit
22986,WRAP GINGHAM ROSE ,2276,0.41926829268292676,943.92,3.6,0,Low Profit
22987,WRAP SUMMER ROSE DESIGN,100,0.42,42.0,4.03,10,Low Profit
22988,SOLDIERS EGG CUP ,8757,1.2576060606060606,10070.220000000001,2.31,0,High Profit
22989,SET 2 PANTRY DESIGN TEA TOWELS,2693,3.2294637223974765,8310.17,3.51,0,High Profit
22990,COTTON APRON PANTRY DESIGN,602,4.760140845070423,2670.54,3.93,5,Medium Profit
22991,GIRAFFE WOODEN RULER,3708,2.0506694560669456,6816.84,3.31,0,High Profit
22992,REVOLVER WOODEN RULER ,4914,1.9620819112627985,8944.439999999999,3.07,0,High Profit
22993,SET OF 4 PANTRY JELLY MOULDS,11769,1.2570034052213395,14151.42,1.7,0,High Profit
22994,TRAVEL CARD WALLET RETROSPOT,2104,0.4196273291925466,882.24,3.63,0,Low Profit
22995,TRAVEL CARD WALLET SUKI,2228,0.4193513513513513,932.88,3.61,0,Low Profit
22996,TRAVEL CARD WALLET VINTAGE TICKET,4540,0.4193959731543624,1875.12,3.15,0,Medium Profit
22997,TRAVEL CARD WALLET UNION JACK,2477,0.41967032967032963,1038.9,3.56,0,Medium Profit
22998,TRAVEL CARD WALLET KEEP CALM,11645,0.42781818181818176,4641.32,1.73,0,Medium Profit
22999,TRAVEL CARD WALLET RETRO PETALS,1489,0.4193406593406593,623.94,3.75,0,Low Profit
22999,TRAVEL CARD WALLET VINTAGE LEAF,1320,0.42000000000000004,554.4,3.79,0,Low Profit
23000,TRAVEL CARD WALLET TRANSPORT,3042,0.41970873786407764,1274.76,3.45,0,Medium Profit
23002,TRAVEL CARD WALLET SKULLS,2052,0.41957746478873237,860.4,3.64,0,Low Profit
23003,TRAVEL CARD WALLET VINTAGE ROSE ,541,0.41886792452830185,225.78,3.94,5,Low Profit
23004,TRAVEL CARD WALLET PANTRY,1853,0.42976190476190473,779.9,3.68,0,Low Profit
23005,TRAVEL CARD WALLET I LOVE LONDON,4346,0.4193258426966292,1767.72,3.19,0,Medium Profit
23006,TRAVEL CARD WALLET FLOWER MEADOW,1693,0.4195384615384615,709.62,3.71,0,Low Profit
23007, SPACEBOY BABY GIFT SET,449,16.513380281690143,7048.549999999999,3.96,10,High Profit
23008,DOLLY GIRL BABY GIFT SET,419,16.416666666666668,6534.049999999999,3.97,10,High Profit
23009,I LOVE LONDON BABY GIFT SET,209,16.425409836065572,3262.5499999999997,4.01,10,Medium Profit
23010,CIRCUS PARADE BABY GIFT SET,285,16.47808988764045,4444.75,3.99,10,Medium Profit
23012,GLASS APOTHECARY BOTTLE PERFUME,1014,3.8817000000000004,3763.6400000000003,3.85,0,Medium Profit
23013,GLASS APOTHECARY BOTTLE TONIC,865,3.885580110497238,3211.09,3.88,5,Medium Profit
23014,GLASS APOTHECARY BOTTLE ELIXIR,798,3.9079012345679014,2951.78,3.89,5,Medium Profit
23015,CORDIAL GLASS JUG,30,8.25,247.5,4.05,10,Low Profit
23015,CORDIAL JUG,6,8.25,49.5,4.05,10,Low Profit
23016,GLASS TWIST BON BON JAR,69,7.723684210526316,512.85,4.04,10,Low Profit
23017,APOTHECARY MEASURING JAR,64,12.178571428571429,751.4000000000001,4.04,10,Low Profit
23018,LARGE APOTHECARY MEASURING JAR ,50,12.2975,587.2,4.04,10,Low Profit
23019,SMALL APOTHECARY MEASURING JAR ,81,8.078571428571427,629.0500000000001,4.04,10,Low Profit
23020,GLASS  SONGBIRD STORAGE JAR,165,12.343478260869565,1965.3,4.02,10,Medium Profit
23020,GLASS SONGBIRD STORAGE JAR,11,12.049999999999999,126.7,4.05,10,Low Profit
23021,GLASS BONNE JAM JAR,117,4.134,475.95000000000005,4.03,10,Low Profit
23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,416,2.0295652173913044,795.6800000000001,3.97,10,Low Profit
23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,260,1.7039130434782608,411.43999999999994,4.0,10,Low Profit
23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,254,2.73,662.0600000000001,4.0,10,Low Profit
23025,DRAWER KNOB VINTAGE GLASS BALL,317,2.1245652173913046,669.61,3.99,10,Low Profit
23026,DRAWER KNOB VINTAGE GLASS STAR,503,2.106727272727273,1016.97,3.95,5,Medium Profit
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,287,2.08,596.96,3.99,10,Low Profit
23028,DOORKNOB CRACKED GLAZE BLUE,162,1.5833333333333333,238.49999999999997,4.02,10,Low Profit
23028,DRAWER KNOB CRACKLE GLAZE BLUE,1079,1.6610714285714285,1751.7899999999997,3.84,0,Medium Profit
23029,DOORKNOB CRACKED GLAZE GREEN,12,1.65,19.799999999999997,4.05,10,Low Profit
23029,DRAWER KNOB CRACKLE GLAZE GREEN,1272,1.6470588235294117,2060.3999999999996,3.8,0,Medium Profit
23031,DOORKNOB CRACKED GLAZE PINK,12,1.65,19.799999999999997,4.05,10,Low Profit
23031,DRAWER KNOB CRACKLE GLAZE PINK,1216,1.6470588235294117,1967.9999999999998,3.81,0,Medium Profit
23032,DOORKNOB CRACKED GLAZE IVORY,174,1.6099999999999999,258.29999999999995,4.02,10,Low Profit
23032,DRAWER KNOB CRACKLE GLAZE IVORY,2076,1.6455801104972374,3348.5999999999995,3.64,0,Medium Profit
23033,DRAWER KNOB CERAMIC RED,679,1.4398305084745764,943.75,3.92,5,Low Profit
23034,DRAWER KNOB CERAMIC BLACK,935,1.4425,1314.95,3.87,5,Medium Profit
23035,DOORKNOB CERAMIC IVORY,36,1.45,52.199999999999996,4.04,10,Low Profit
23035,DRAWER KNOB CERAMIC IVORY,2035,1.453855421686747,2863.39,3.65,0,Medium Profit
23036,T-LIGHT HOLDER SILVER PETIT FOUR ,182,1.25,227.5,4.02,10,Low Profit
23037,CANDLE HOLDER SILVER MADELINE,193,1.7299999999999998,315.28999999999996,4.01,10,Low Profit
23038,T-LIGHT HOLDER SILVER SAUCER,41,1.2299999999999998,38.029999999999994,4.04,10,Low Profit
23039,T-LIGHT HOLDER SILVER HEART HANDLE,192,1.9369565217391302,370.79999999999995,4.01,10,Low Profit
23040,PAPER LANTERN 9 POINT SNOW STAR,12,5.75,69.0,4.05,10,Low Profit
23040,PAPER LANTERN 9 POINT SNOW STAR ,234,5.726470588235294,1249.5,4.01,10,Medium Profit
23041,PAPER LANTERN 6 POINT SNOW STAR,26,4.15,107.9,4.05,10,Low Profit
23041,PAPER LANTERN 9 POINT SNOW STAR,234,4.15,971.1,4.01,10,Low Profit
23042,PAPER LANTERN 7 POINT SNOW STAR,99,6.65,658.35,4.03,10,Low Profit
23043,PAPER LANTERN 9 POINT HOLLY STAR 40,6,6.25,37.5,4.05,10,Low Profit
23043,PAPER LANTERN 9 POINT HOLLY STAR L,69,6.25,431.25,4.04,10,Low Profit
23044,PAPER LANTERN 9 POINT HOLLY STAR 23,18,4.15,74.7,4.05,10,Low Profit
23044,PAPER LANTERN 9 POINT HOLLY STAR S,82,4.15,340.3,4.04,10,Low Profit
23045,PAPER LANTERN 5 POINT STAR MOON ,106,4.15,439.90000000000003,4.03,10,Low Profit
23045,PAPER LANTERN 5 POINT STAR MOON 30,10,4.15,41.5,4.05,10,Low Profit
23046,PAPER LANTERN 9 POINT DELUXE STAR,347,6.623529411764706,2091.55,3.98,10,Medium Profit
23047,PAPER LANTERN 5 POINT SEQUIN STAR,50,5.75,287.5,4.04,10,Low Profit
23047,PAPER LANTERN 5 POINT STUDDED STAR,8,5.75,46.0,4.05,10,Low Profit
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,560,4.192500000000001,2248.1400000000003,3.94,5,Medium Profit
23049,RECYCLED ACAPULCO MAT RED,435,8.24526627218935,3572.75,3.96,10,Medium Profit
23050,RECYCLED ACAPULCO MAT GREEN,459,8.240909090909092,3763.55,3.96,10,Medium Profit
23051,RECYCLED ACAPULCO MAT BLUE,335,8.237969924812031,2741.35,3.98,10,Medium Profit
23052,RECYCLED ACAPULCO MAT TURQUOISE,571,8.246380090497738,4694.75,3.94,5,Medium Profit
23053,RECYCLED ACAPULCO MAT PINK,318,8.231395348837209,2589.9,3.99,10,Medium Profit
23054,RECYCLED ACAPULCO MAT LAVENDER,266,8.242660550458716,2189.7,4.0,10,Medium Profit
23055,IVORY CHANDELIER T-LIGHT HOLDER,560,5.562894736842105,1286.72,3.94,5,Medium Profit
23056,CRYSTAL CHANDELIER T-LIGHT HOLDER,3,6.25,18.75,4.05,10,Low Profit
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,863,6.1529729729729725,2770.91,3.88,5,Medium Profit
23057,BEADED CHANDELIER T-LIGHT HOLDER,596,4.523235294117647,1298.44,3.93,5,Medium Profit
23057,GEMSTONE CHANDELIER T-LIGHT HOLDER,78,4.835714285714286,347.70000000000005,4.04,10,Low Profit
23058,CHRISTMAS HANGING SNOWFLAKE,486,1.1129545454545455,421.02000000000004,3.95,10,Low Profit
23060,HEART BEADED TRELLIS DECORATION,244,2.08,507.52000000000004,4.0,10,Low Profit
23061,VINTAGE EMBOSSED HEART,886,1.2475,1102.46,3.88,5,Medium Profit
23061,VINTAGE ENGRAVED HEART,60,1.25,75.0,4.04,10,Low Profit
23064,CINDERELLA CHANDELIER ,220,43.01136363636363,3617.6000000000004,4.01,10,Medium Profit
23065,LARGE DECO JEWELLERY STAND,246,12.469318181818181,2977.8,4.0,10,Medium Profit
23065,LARGE JEWELLERY STAND,10,12.5,125.0,4.05,10,Low Profit
23066,SMALL DECO JEWELLERY STAND,229,8.227142857142857,1831.65,4.01,10,Medium Profit
23066,SMALL JEWELLERY STAND,16,8.25,132.0,4.05,10,Low Profit
23067,HANGING ENGRAVED METAL HEART,274,4.15,1137.1000000000001,4.0,10,Medium Profit
23068,ALUMINIUM HEART,30,2.49,74.7,4.05,10,Low Profit
23068,ALUMINIUM STAMPED HEART,771,2.476984126984127,1852.5500000000002,3.9,5,Medium Profit
23069,EDWARDIAN PHOTO FRAME,87,6.25,543.75,4.03,10,Low Profit
23070,EDWARDIAN HEART PHOTO FRAME,147,4.15,610.0500000000001,4.02,10,Low Profit
23071,MARIE ANTOIENETT TRINKET BOX GOLD,1,12.5,12.5,4.05,10,Low Profit
23071,MARIE ANTOINETTE TRINKET BOX GOLD,312,10.185294117647059,1167.6,3.99,10,Medium Profit
23072,MARIE ANTOINETTE TRINKET BOX SILVER,326,10.772727272727273,1099.0,3.99,10,Medium Profit
23073,GEORGIAN TRINKET BOX,141,12.408474576271187,1681.5,4.02,10,Medium Profit
23074,EMBOSSED HEART TRINKET BOX,221,2.0634285714285716,444.02000000000004,4.01,10,Low Profit
23075,DOUBLE CERAMIC PARLOUR HOOK,22,4.15,91.30000000000001,4.05,10,Low Profit
23075,PARLOUR CERAMIC WALL HOOK,443,4.144444444444445,1819.2500000000002,3.96,10,Medium Profit
23076,ICE CREAM SUNDAE LIP GLOSS,7896,1.2449193548387096,9638.16,2.48,0,High Profit
23077,DOUGHNUT LIP GLOSS ,9642,1.241818181818182,11615.7,2.13,0,High Profit
23078,ICE CREAM PEN LIP GLOSS ,6607,1.2450704225352112,8077.31,2.73,0,High Profit
23079, TOADSTOOL BEDSIDE LIGHT ,2,8.95,17.9,4.05,10,Low Profit
23079,TOADSTOOL BEDSIDE LIGHT ,246,8.936538461538461,2180.7,4.0,10,Medium Profit
23080,RED METAL BOX TOP SECRET,998,8.358977777777778,7920.78,3.85,5,High Profit
23081,GREEN METAL BOX ARMY SUPPLIES,437,8.34018018018018,3474.39,3.96,10,Medium Profit
23081,GREEN METAL BOX TOP SECRET,16,8.25,132.0,4.05,10,Low Profit
23082,SET 6 PAPER TABLE LANTERN HEARTS ,2260,3.722639405204461,8110.68,3.6,0,High Profit
23083,SET 6 PAPER TABLE LANTERN STARS ,1859,3.761132075471698,6735.88,3.68,0,High Profit
23084,RABBIT NIGHT LIGHT,27153,2.0127703523693805,51251.24,0.1,0,High Profit
23085,ANTIQUE SILVER BAUBLE LAMP  ,369,10.069230769230769,3437.7000000000003,3.98,10,Medium Profit
23086,ZINC  STAR T-LIGHT HOLDER ,1183,1.232,1357.79,3.82,0,Medium Profit
23086,ZINC STAR T-LIGHT HOLDER ,8,1.25,10.0,4.05,10,Low Profit
23087,ZINC  HEART T-LIGHT HOLDER,830,1.237142857142857,997.1800000000001,3.89,5,Low Profit
23088,ZINC HEART FLOWER T-LIGHT HOLDER,760,1.306315789473684,947.18,3.9,5,Low Profit
23089,GLASS BON BON JAR,2135,1.7758394160583941,3495.2699999999995,3.63,0,Medium Profit
23090,VINTAGE GLASS T-LIGHT HOLDER,2129,0.8575999999999999,1722.79,3.63,0,Medium Profit
23091,METAL HERB GERDEN CONTAINER,24,6.078,139.68,4.05,10,Low Profit
23091,ZINC HERB GARDEN CONTAINER,535,6.293191489361702,3279.82,3.95,5,Medium Profit
23092,LARGE ANTIQUE WHITE PHOTO FRAME,507,7.80144,3568.26,3.95,5,Medium Profit
23093,SMALL PARISIENNE HEART PHOTO FRAME ,915,2.472845528455285,2122.67,3.87,5,Medium Profit
23094,LE GRAND TRAY CHIC SET,147,12.5,1837.5,4.02,10,Medium Profit
23096,PETIT TRAY CHIC,993,1.728974358974359,1606.7299999999998,3.85,5,Medium Profit
23099,FRENCH CARRIAGE LANTERN,132,6.584545454545455,858.9000000000001,4.03,10,Low Profit
23100,SILVER BELLS TABLE DECORATION,2090,1.246164383561644,2562.1,3.63,0,Medium Profit
23101,SILVER STARS TABLE DECORATION,1942,0.8265445026178011,1569.62,3.66,0,Medium Profit
23102,SILVER HEARTS TABLE DECORATION,1231,0.8268794326241135,995.3299999999999,3.81,0,Low Profit
23103,BELL HEART DECORATION,252,1.6277777777777775,387.0,4.0,10,Low Profit
23103,JINGLE BELL HEART DECORATION,3679,1.6481132075471698,6055.949999999999,3.32,0,High Profit
23104,IVORY CAFE HANGING LAMP ,114,12.304651162790698,1330.5,4.03,10,Medium Profit
23104,IVORY PANTRY HANGING LAMP ,2,12.5,25.0,4.05,10,Low Profit
23106,ZINC HEARTS PLANT POT HOLDER,275,2.769591836734694,746.15,4.0,10,Low Profit
23106,ZINC PLANT POT HOLDER,8,2.89,23.12,4.05,10,Low Profit
23107,WHITE HEARTS WIRE PLANT POT HOLDER,324,2.7340677966101694,873.5600000000001,3.99,10,Low Profit
23107,WHITE WIRE PLANT POT HOLDER,16,2.89,46.24,4.05,10,Low Profit
23108,SET OF 10 LED DOLLY LIGHTS,2192,6.147840909090909,12972.73,3.61,0,High Profit
23109,LED TEA LIGHTS,595,2.8754545454545455,1676.3500000000001,3.93,5,Medium Profit
23109,PACK OF SIX LED TEA LIGHTS,1715,2.913728813559322,4808.55,3.71,0,Medium Profit
23110,PARISIENNE KEY CABINET ,662,5.713636363636364,3673.7,3.92,5,Medium Profit
23111,PARISIENNE SEWING BOX,296,12.281600000000001,3464.8,3.99,10,Medium Profit
23112,PARISIENNE CURIO CABINET,471,7.453551912568306,3437.3,3.96,10,Medium Profit
23113,PANTRY CHOPPING BOARD,1138,4.92,5695.86,3.82,0,High Profit
23114,VINTAGE LEAF CHOPPING BOARD  ,144,4.930487804878049,684.0000000000001,4.02,10,Low Profit
23115,RED APPLES CHOPPING BOARD   ,144,4.928947368421053,684.0,4.02,10,Low Profit
23116,VEGETABLE GARDEN CHOPPING BOARD,70,4.902941176470589,317.70000000000005,4.04,10,Low Profit
23117,POPPY FIELDS CHOPPING BOARD,85,4.95,420.75,4.03,10,Low Profit
23118,PARISIENNE JEWELLERY DRAWER ,765,7.4600888888888885,5399.02,3.9,5,High Profit
23119,PACK OF 6 LARGE FRUIT STRAWS ,2155,0.6479310344827586,1275.71,3.62,0,Medium Profit
23120,PACK OF 6 SMALL FRUIT STRAWS,1617,0.41857142857142854,644.58,3.73,0,Low Profit
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,2460,0.41608695652173916,958.3199999999999,3.56,0,Low Profit
23122,PARTY CHARMS 50 PIECES,2091,0.8202061855670103,1552.6499999999999,3.63,0,Medium Profit
23123,COCKTAIL SWORDS 50 PIECES,899,0.8235294117647058,705.25,3.87,5,Low Profit
23124,18PC WOODEN CUTLERY SET DISPOSABLE,503,1.24125,595.15,3.95,5,Low Profit
23125,6PC WOOD PLATE SET DISPOSABLE,405,1.236875,443.25,3.97,10,Low Profit
23126,DOLLCRAFT GIRL AMELIE,36,4.95,178.2,4.04,10,Low Profit
23126,DOLLCRAFT GIRL AMELIE KIT,66,4.8500000000000005,294.7,4.04,10,Low Profit
23126,FELTCRAFT GIRL AMELIE KIT,982,5.022217898832685,4799.38,3.86,5,Medium Profit
23127,DOLLCRAFT GIRL NICOLE,68,4.95,336.6,4.04,10,Low Profit
23127,FELTCRAFT GIRL NICOLE KIT,645,4.97,3169.79,3.92,5,Medium Profit
23128,DOLLCRAFT BOY JEAN-PAUL ,82,4.883333333333334,373.9,4.04,10,Low Profit
23128,FELTCRAFT BOY JEAN-PAUL KIT,349,4.9796581196581196,1711.23,3.98,10,Medium Profit
23129,HEART SHAPED HOLLY WREATH,942,4.418727272727273,3933.1800000000003,3.86,5,Medium Profit
23130,MISELTOE HEART WREATH ,80,4.07,312.8,4.04,10,Low Profit
23130,MISTLETOE HEART WREATH GREEN,838,4.239876543209877,3435.6200000000003,3.88,5,Medium Profit
23131,MISELTOE HEART WREATH CREAM,240,4.15,996.0000000000001,4.0,10,Low Profit
23131,MISELTOE HEART WREATH WHITE,78,4.050000000000001,304.5,4.04,10,Low Profit
23131,MISTLETOE HEART WREATH CREAM,575,4.2142307692307694,2332.13,3.94,5,Medium Profit
23132,SMALL IVORY HEART WALL ORGANISER,1008,5.735531914893618,4989.08,3.85,0,Medium Profit
23133,LARGE IVORY HEART WALL ORGANISER,759,7.992164179104478,5142.91,3.9,5,High Profit
23134,LARGE ZINC HEART WALL ORGANISER,1064,7.6710810810810806,6414.48,3.84,0,High Profit
23135,SMALL ZINC HEART WALL ORGANISER,1538,5.191190476190476,5378.8,3.75,0,High Profit
23136,IVORY WIRE SWEETHEART LETTER TRAY,127,3.7290909090909095,467.05,4.03,10,Low Profit
23137,ZINC WIRE SWEETHEART LETTER TRAY,80,3.4539999999999997,253.24,4.04,10,Low Profit
23138,SINGLE WIRE HOOK IVORY HEART,870,1.4448051948051948,1201.8999999999999,3.88,5,Medium Profit
23139,SINGLE WIRE HOOK PINK HEART,406,1.2482608695652175,502.38,3.97,10,Low Profit
23140,TRIPLE WIRE HOOK IVORY HEART,160,4.256857142857143,658.5400000000001,4.02,10,Low Profit
23141,TRIPLE WIRE HOOK PINK HEART,68,3.5900000000000003,215.00000000000003,4.04,10,Low Profit
23142,IVORY WIRE KITCHEN ORGANISER,116,10.330555555555556,1137.65,4.03,10,Medium Profit
23143,ZINC WIRE KITCHEN ORGANISER,25,7.175000000000001,156.8,4.05,10,Low Profit
23144,ZINC T-LIGHT HOLDER STARS SMALL,4894,0.8369747899159663,3879.9799999999996,3.08,0,Medium Profit
