StockCode,Description,QuantitySold,Revenue,InventoryStatus,ReorderAlert
22944,CHRISTMAS METAL POSTCARD WITH BELLS,2704,1125.94,Fast Moving,YES
22945,CHRISTMAS METAL TAGS ASSORTED ,2857,2395.93,Fast Moving,YES
22946,WOODEN ADVENT CALENDAR CREAM,369,5323.05,Medium Moving,NO
22947,WOODEN ADVENT CALENDAR RED,536,5047.6,Medium Moving,YES
22948,METAL DECORATION NAUGHTY CHILDREN ,1454,1284.86,Fast Moving,YES
22949,36 DOILIES DOLLY GIRL,893,1294.85,Medium Moving,YES
22949,SET OF 36 DOLLY GIRL PAPER DOILIES,42,60.9,Slow Moving,NO
22950,36 DOILIES VINTAGE CHRISTMAS,5152,7004.799999999999,Fast Moving,YES
22950,SET OF 36 VINTAGE CHRISTMAS DOILIES,27,39.15,Slow Moving,NO
22951,60 CAKE CASES DOLLY GIRL DESIGN,7211,3735.61,Fast Moving,YES
22952,60 CAKE CASES VINTAGE CHRISTMAS,14712,7405.200000000001,Fast Moving,YES
22952,72 CAKE CASES VINTAGE CHRISTMAS,24,13.200000000000001,Slow Moving,NO
22953,BIRTHDAY BANNER TAPE,24,30.0,Slow Moving,NO
22953,BIRTHDAY PARTY CORDON BARRIER TAPE,436,548.63,Medium Moving,NO
22954,HEN PARTY CORDON BARRIER TAPE,160,200.0,Slow Moving,NO
22955,36 FOIL STAR CAKE CASES ,997,1912.3400000000001,Medium Moving,YES
22956,36 FOIL HEART CAKE CASES,1998,3814.3700000000003,Fast Moving,YES
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,1746,4872.3,Fast Moving,YES
22959,WRAP CHRISTMAS VILLAGE,4876,2003.92,Fast Moving,YES
22960,JAM MAKING SET WITH JARS,8140,32616.22,Fast Moving,YES
22961,JAM MAKING SET PRINTED,15039,21147.55,Fast Moving,YES
22962,JAM JAR WITH PINK LID,3675,2947.47,Fast Moving,YES
22963,JAM JAR WITH BLUE LID,24,17.28,Slow Moving,NO
22963,JAM JAR WITH GREEN LID,3046,2433.88,Fast Moving,YES
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2510,5026.240000000001,Fast Moving,YES
22965,3 TRADITIONAL COOKIE CUTTERS  SET,162,304.20000000000005,Slow Moving,NO
22965,3 TRADITIONAl BISCUIT CUTTERS  SET,1154,2418.0200000000004,Fast Moving,YES
22966,GINGERBREAD MAN COOKIE CUTTER,7196,8615.130000000001,Fast Moving,YES
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,1159,3224.65,Fast Moving,YES
22968,ROSE COTTAGE KEEPSAKE BOX ,728,6565.0,Medium Moving,YES
22969,HOMEMADE JAM SCENTED CANDLES,12080,17504.2,Fast Moving,YES
22970,LONDON BUS COFFEE MUG,4213,9582.15,Fast Moving,YES
22971,QUEENS GUARD COFFEE MUG,2365,5603.57,Fast Moving,YES
22972,CHILDREN'S SPACEBOY MUG,1688,2746.1599999999994,Fast Moving,YES
22972,CHILDRENS SPACEBOY MUG,24,39.599999999999994,Slow Moving,NO
22973,CHILDREN'S CIRCUS PARADE MUG,1186,1914.5799999999997,Fast Moving,YES
22974,CHILDRENS DOLLY GIRL MUG,1514,2443.14,Fast Moving,YES
22975,SPACEBOY CHILDRENS EGG CUP,1118,1405.97,Fast Moving,YES
22976,CIRCUS PARADE CHILDRENS EGG CUP ,1022,1282.34,Fast Moving,YES
22977,DOLLY GIRL CHILDRENS EGG CUP,904,1131.21,Medium Moving,YES
22978,PANTRY ROLLING PIN,2406,9180.529999999999,Fast Moving,YES
22979,PANTRY WASHING UP BRUSH,3913,5785.71,Fast Moving,YES
22980,PANTRY SCRUBBING BRUSH,2286,3656.9399999999996,Fast Moving,YES
22981,PANTRY APPLE CORER,435,601.9499999999999,Medium Moving,NO
22982,PANTRY PASTRY BRUSH,1044,1307.05,Fast Moving,YES
22983,CARD BILLBOARD FONT,5026,2067.75,Fast Moving,YES
22984,CARD GINGHAM ROSE ,2654,1063.66,Fast Moving,YES
22985,WRAP BILLBOARD FONTS DESIGN,1800,756.0,Fast Moving,YES
22985,"WRAP, BILLBOARD FONTS DESIGN",1950,731.0,Fast Moving,YES
22986,GINGHAM ROSE WRAP,1825,766.5,Fast Moving,YES
22986,WRAP GINGHAM ROSE ,2276,943.92,Fast Moving,YES
22987,WRAP SUMMER ROSE DESIGN,100,42.0,Slow Moving,NO
22988,SOLDIERS EGG CUP ,8757,10070.220000000001,Fast Moving,YES
22989,SET 2 PANTRY DESIGN TEA TOWELS,2693,8310.17,Fast Moving,YES
22990,COTTON APRON PANTRY DESIGN,602,2670.54,Medium Moving,YES
22991,GIRAFFE WOODEN RULER,3708,6816.84,Fast Moving,YES
22992,REVOLVER WOODEN RULER ,4914,8944.439999999999,Fast Moving,YES
22993,SET OF 4 PANTRY JELLY MOULDS,11769,14151.42,Fast Moving,YES
22994,TRAVEL CARD WALLET RETROSPOT,2104,882.24,Fast Moving,YES
22995,TRAVEL CARD WALLET SUKI,2228,932.88,Fast Moving,YES
22996,TRAVEL CARD WALLET VINTAGE TICKET,4540,1875.12,Fast Moving,YES
22997,TRAVEL CARD WALLET UNION JACK,2477,1038.9,Fast Moving,YES
22998,TRAVEL CARD WALLET KEEP CALM,11645,4641.32,Fast Moving,YES
22999,TRAVEL CARD WALLET RETRO PETALS,1489,623.94,Fast Moving,YES
22999,TRAVEL CARD WALLET VINTAGE LEAF,1320,554.4,Fast Moving,YES
23000,TRAVEL CARD WALLET TRANSPORT,3042,1274.76,Fast Moving,YES
23002,TRAVEL CARD WALLET SKULLS,2052,860.4,Fast Moving,YES
23003,TRAVEL CARD WALLET VINTAGE ROSE ,541,225.78,Medium Moving,YES
23004,TRAVEL CARD WALLET PANTRY,1853,779.9,Fast Moving,YES
23005,TRAVEL CARD WALLET I LOVE LONDON,4346,1767.72,Fast Moving,YES
23006,TRAVEL CARD WALLET FLOWER MEADOW,1693,709.62,Fast Moving,YES
23007, SPACEBOY BABY GIFT SET,449,7048.549999999999,Medium Moving,NO
23008,DOLLY GIRL BABY GIFT SET,419,6534.049999999999,Medium Moving,NO
23009,I LOVE LONDON BABY GIFT SET,209,3262.5499999999997,Medium Moving,NO
23010,CIRCUS PARADE BABY GIFT SET,285,4444.75,Medium Moving,NO
23012,GLASS APOTHECARY BOTTLE PERFUME,1014,3763.6400000000003,Fast Moving,YES
23013,GLASS APOTHECARY BOTTLE TONIC,865,3211.09,Medium Moving,YES
23014,GLASS APOTHECARY BOTTLE ELIXIR,798,2951.78,Medium Moving,YES
23015,CORDIAL GLASS JUG,30,247.5,Slow Moving,NO
23015,CORDIAL JUG,6,49.5,Slow Moving,NO
23016,GLASS TWIST BON BON JAR,69,512.85,Slow Moving,NO
23017,APOTHECARY MEASURING JAR,64,751.4000000000001,Slow Moving,NO
23018,LARGE APOTHECARY MEASURING JAR ,50,587.2,Slow Moving,NO
23019,SMALL APOTHECARY MEASURING JAR ,81,629.0500000000001,Slow Moving,NO
23020,GLASS  SONGBIRD STORAGE JAR,165,1965.3,Slow Moving,NO
23020,GLASS SONGBIRD STORAGE JAR,11,126.7,Slow Moving,NO
23021,GLASS BONNE JAM JAR,117,475.95000000000005,Slow Moving,NO
23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,416,795.6800000000001,Medium Moving,NO
23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,260,411.43999999999994,Medium Moving,NO
23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,254,662.0600000000001,Medium Moving,NO
23025,DRAWER KNOB VINTAGE GLASS BALL,317,669.61,Medium Moving,NO
23026,DRAWER KNOB VINTAGE GLASS STAR,503,1016.97,Medium Moving,YES
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,287,596.96,Medium Moving,NO
23028,DOORKNOB CRACKED GLAZE BLUE,162,238.49999999999997,Slow Moving,NO
23028,DRAWER KNOB CRACKLE GLAZE BLUE,1079,1751.7899999999997,Fast Moving,YES
23029,DOORKNOB CRACKED GLAZE GREEN,12,19.799999999999997,Slow Moving,NO
23029,DRAWER KNOB CRACKLE GLAZE GREEN,1272,2060.3999999999996,Fast Moving,YES
23031,DOORKNOB CRACKED GLAZE PINK,12,19.799999999999997,Slow Moving,NO
23031,DRAWER KNOB CRACKLE GLAZE PINK,1216,1967.9999999999998,Fast Moving,YES
23032,DOORKNOB CRACKED GLAZE IVORY,174,258.29999999999995,Slow Moving,NO
23032,DRAWER KNOB CRACKLE GLAZE IVORY,2076,3348.5999999999995,Fast Moving,YES
23033,DRAWER KNOB CERAMIC RED,679,943.75,Medium Moving,YES
23034,DRAWER KNOB CERAMIC BLACK,935,1314.95,Medium Moving,YES
23035,DOORKNOB CERAMIC IVORY,36,52.199999999999996,Slow Moving,NO
23035,DRAWER KNOB CERAMIC IVORY,2035,2863.39,Fast Moving,YES
23036,T-LIGHT HOLDER SILVER PETIT FOUR ,182,227.5,Slow Moving,NO
23037,CANDLE HOLDER SILVER MADELINE,193,315.28999999999996,Slow Moving,NO
23038,T-LIGHT HOLDER SILVER SAUCER,41,38.029999999999994,Slow Moving,NO
23039,T-LIGHT HOLDER SILVER HEART HANDLE,192,370.79999999999995,Slow Moving,NO
23040,PAPER LANTERN 9 POINT SNOW STAR,12,69.0,Slow Moving,NO
23040,PAPER LANTERN 9 POINT SNOW STAR ,234,1249.5,Medium Moving,NO
23041,PAPER LANTERN 6 POINT SNOW STAR,26,107.9,Slow Moving,NO
23041,PAPER LANTERN 9 POINT SNOW STAR,234,971.1,Medium Moving,NO
23042,PAPER LANTERN 7 POINT SNOW STAR,99,658.35,Slow Moving,NO
23043,PAPER LANTERN 9 POINT HOLLY STAR 40,6,37.5,Slow Moving,NO
23043,PAPER LANTERN 9 POINT HOLLY STAR L,69,431.25,Slow Moving,NO
23044,PAPER LANTERN 9 POINT HOLLY STAR 23,18,74.7,Slow Moving,NO
23044,PAPER LANTERN 9 POINT HOLLY STAR S,82,340.3,Slow Moving,NO
23045,PAPER LANTERN 5 POINT STAR MOON ,106,439.90000000000003,Slow Moving,NO
23045,PAPER LANTERN 5 POINT STAR MOON 30,10,41.5,Slow Moving,NO
23046,PAPER LANTERN 9 POINT DELUXE STAR,347,2091.55,Medium Moving,NO
23047,PAPER LANTERN 5 POINT SEQUIN STAR,50,287.5,Slow Moving,NO
23047,PAPER LANTERN 5 POINT STUDDED STAR,8,46.0,Slow Moving,NO
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,560,2248.1400000000003,Medium Moving,YES
23049,RECYCLED ACAPULCO MAT RED,435,3572.75,Medium Moving,NO
23050,RECYCLED ACAPULCO MAT GREEN,459,3763.55,Medium Moving,NO
23051,RECYCLED ACAPULCO MAT BLUE,335,2741.35,Medium Moving,NO
23052,RECYCLED ACAPULCO MAT TURQUOISE,571,4694.75,Medium Moving,YES
23053,RECYCLED ACAPULCO MAT PINK,318,2589.9,Medium Moving,NO
23054,RECYCLED ACAPULCO MAT LAVENDER,266,2189.7,Medium Moving,NO
23055,IVORY CHANDELIER T-LIGHT HOLDER,560,1286.72,Medium Moving,YES
23056,CRYSTAL CHANDELIER T-LIGHT HOLDER,3,18.75,Slow Moving,NO
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,863,2770.91,Medium Moving,YES
23057,BEADED CHANDELIER T-LIGHT HOLDER,596,1298.44,Medium Moving,YES
23057,GEMSTONE CHANDELIER T-LIGHT HOLDER,78,347.70000000000005,Slow Moving,NO
23058,CHRISTMAS HANGING SNOWFLAKE,486,421.02000000000004,Medium Moving,NO
23060,HEART BEADED TRELLIS DECORATION,244,507.52000000000004,Medium Moving,NO
23061,VINTAGE EMBOSSED HEART,886,1102.46,Medium Moving,YES
23061,VINTAGE ENGRAVED HEART,60,75.0,Slow Moving,NO
23064,CINDERELLA CHANDELIER ,220,3617.6000000000004,Medium Moving,NO
23065,LARGE DECO JEWELLERY STAND,246,2977.8,Medium Moving,NO
23065,LARGE JEWELLERY STAND,10,125.0,Slow Moving,NO
23066,SMALL DECO JEWELLERY STAND,229,1831.65,Medium Moving,NO
23066,SMALL JEWELLERY STAND,16,132.0,Slow Moving,NO
23067,HANGING ENGRAVED METAL HEART,274,1137.1000000000001,Medium Moving,NO
23068,ALUMINIUM HEART,30,74.7,Slow Moving,NO
23068,ALUMINIUM STAMPED HEART,771,1852.5500000000002,Medium Moving,YES
23069,EDWARDIAN PHOTO FRAME,87,543.75,Slow Moving,NO
23070,EDWARDIAN HEART PHOTO FRAME,147,610.0500000000001,Slow Moving,NO
23071,MARIE ANTOIENETT TRINKET BOX GOLD,1,12.5,Slow Moving,NO
23071,MARIE ANTOINETTE TRINKET BOX GOLD,312,1167.6,Medium Moving,NO
23072,MARIE ANTOINETTE TRINKET BOX SILVER,326,1099.0,Medium Moving,NO
23073,GEORGIAN TRINKET BOX,141,1681.5,Slow Moving,NO
23074,EMBOSSED HEART TRINKET BOX,221,444.02000000000004,Medium Moving,NO
23075,DOUBLE CERAMIC PARLOUR HOOK,22,91.30000000000001,Slow Moving,NO
23075,PARLOUR CERAMIC WALL HOOK,443,1819.2500000000002,Medium Moving,NO
23076,ICE CREAM SUNDAE LIP GLOSS,7896,9638.16,Fast Moving,YES
23077,DOUGHNUT LIP GLOSS ,9642,11615.7,Fast Moving,YES
23078,ICE CREAM PEN LIP GLOSS ,6607,8077.31,Fast Moving,YES
23079, TOADSTOOL BEDSIDE LIGHT ,2,17.9,Slow Moving,NO
23079,TOADSTOOL BEDSIDE LIGHT ,246,2180.7,Medium Moving,NO
23080,RED METAL BOX TOP SECRET,998,7920.78,Medium Moving,YES
23081,GREEN METAL BOX ARMY SUPPLIES,437,3474.39,Medium Moving,NO
23081,GREEN METAL BOX TOP SECRET,16,132.0,Slow Moving,NO
23082,SET 6 PAPER TABLE LANTERN HEARTS ,2260,8110.68,Fast Moving,YES
23083,SET 6 PAPER TABLE LANTERN STARS ,1859,6735.88,Fast Moving,YES
23084,RABBIT NIGHT LIGHT,27153,51251.24,Fast Moving,YES
23085,ANTIQUE SILVER BAUBLE LAMP  ,369,3437.7000000000003,Medium Moving,NO
23086,ZINC  STAR T-LIGHT HOLDER ,1183,1357.79,Fast Moving,YES
23086,ZINC STAR T-LIGHT HOLDER ,8,10.0,Slow Moving,NO
23087,ZINC  HEART T-LIGHT HOLDER,830,997.1800000000001,Medium Moving,YES
23088,ZINC HEART FLOWER T-LIGHT HOLDER,760,947.18,Medium Moving,YES
23089,GLASS BON BON JAR,2135,3495.2699999999995,Fast Moving,YES
23090,VINTAGE GLASS T-LIGHT HOLDER,2129,1722.79,Fast Moving,YES
23091,METAL HERB GERDEN CONTAINER,24,139.68,Slow Moving,NO
23091,ZINC HERB GARDEN CONTAINER,535,3279.82,Medium Moving,YES
23092,LARGE ANTIQUE WHITE PHOTO FRAME,507,3568.26,Medium Moving,YES
23093,SMALL PARISIENNE HEART PHOTO FRAME ,915,2122.67,Medium Moving,YES
23094,LE GRAND TRAY CHIC SET,147,1837.5,Slow Moving,NO
23096,PETIT TRAY CHIC,993,1606.7299999999998,Medium Moving,YES
23099,FRENCH CARRIAGE LANTERN,132,858.9000000000001,Slow Moving,NO
23100,SILVER BELLS TABLE DECORATION,2090,2562.1,Fast Moving,YES
23101,SILVER STARS TABLE DECORATION,1942,1569.62,Fast Moving,YES
23102,SILVER HEARTS TABLE DECORATION,1231,995.3299999999999,Fast Moving,YES
23103,BELL HEART DECORATION,252,387.0,Medium Moving,NO
23103,JINGLE BELL HEART DECORATION,3679,6055.949999999999,Fast Moving,YES
23104,IVORY CAFE HANGING LAMP ,114,1330.5,Slow Moving,NO
23104,IVORY PANTRY HANGING LAMP ,2,25.0,Slow Moving,NO
23106,ZINC HEARTS PLANT POT HOLDER,275,746.15,Medium Moving,NO
23106,ZINC PLANT POT HOLDER,8,23.12,Slow Moving,NO
23107,WHITE HEARTS WIRE PLANT POT HOLDER,324,873.5600000000001,Medium Moving,NO
23107,WHITE WIRE PLANT POT HOLDER,16,46.24,Slow Moving,NO
23108,SET OF 10 LED DOLLY LIGHTS,2192,12972.73,Fast Moving,YES
23109,LED TEA LIGHTS,595,1676.3500000000001,Medium Moving,YES
23109,PACK OF SIX LED TEA LIGHTS,1715,4808.55,Fast Moving,YES
23110,PARISIENNE KEY CABINET ,662,3673.7,Medium Moving,YES
23111,PARISIENNE SEWING BOX,296,3464.8,Medium Moving,NO
23112,PARISIENNE CURIO CABINET,471,3437.3,Medium Moving,NO
23113,PANTRY CHOPPING BOARD,1138,5695.86,Fast Moving,YES
23114,VINTAGE LEAF CHOPPING BOARD  ,144,684.0000000000001,Slow Moving,NO
23115,RED APPLES CHOPPING BOARD   ,144,684.0,Slow Moving,NO
23116,VEGETABLE GARDEN CHOPPING BOARD,70,317.70000000000005,Slow Moving,NO
23117,POPPY FIELDS CHOPPING BOARD,85,420.75,Slow Moving,NO
23118,PARISIENNE JEWELLERY DRAWER ,765,5399.02,Medium Moving,YES
23119,PACK OF 6 LARGE FRUIT STRAWS ,2155,1275.71,Fast Moving,YES
23120,PACK OF 6 SMALL FRUIT STRAWS,1617,644.58,Fast Moving,YES
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,2460,958.3199999999999,Fast Moving,YES
23122,PARTY CHARMS 50 PIECES,2091,1552.6499999999999,Fast Moving,YES
23123,COCKTAIL SWORDS 50 PIECES,899,705.25,Medium Moving,YES
23124,18PC WOODEN CUTLERY SET DISPOSABLE,503,595.15,Medium Moving,YES
23125,6PC WOOD PLATE SET DISPOSABLE,405,443.25,Medium Moving,NO
23126,DOLLCRAFT GIRL AMELIE,36,178.2,Slow Moving,NO
23126,DOLLCRAFT GIRL AMELIE KIT,66,294.7,Slow Moving,NO
23126,FELTCRAFT GIRL AMELIE KIT,982,4799.38,Medium Moving,YES
23127,DOLLCRAFT GIRL NICOLE,68,336.6,Slow Moving,NO
23127,FELTCRAFT GIRL NICOLE KIT,645,3169.79,Medium Moving,YES
23128,DOLLCRAFT BOY JEAN-PAUL ,82,373.9,Slow Moving,NO
23128,FELTCRAFT BOY JEAN-PAUL KIT,349,1711.23,Medium Moving,NO
23129,HEART SHAPED HOLLY WREATH,942,3933.1800000000003,Medium Moving,YES
23130,MISELTOE HEART WREATH ,80,312.8,Slow Moving,NO
23130,MISTLETOE HEART WREATH GREEN,838,3435.6200000000003,Medium Moving,YES
23131,MISELTOE HEART WREATH CREAM,240,996.0000000000001,Medium Moving,NO
23131,MISELTOE HEART WREATH WHITE,78,304.5,Slow Moving,NO
23131,MISTLETOE HEART WREATH CREAM,575,2332.13,Medium Moving,YES
23132,SMALL IVORY HEART WALL ORGANISER,1008,4989.08,Fast Moving,YES
23133,LARGE IVORY HEART WALL ORGANISER,759,5142.91,Medium Moving,YES
23134,LARGE ZINC HEART WALL ORGANISER,1064,6414.48,Fast Moving,YES
23135,SMALL ZINC HEART WALL ORGANISER,1538,5378.8,Fast Moving,YES
23136,IVORY WIRE SWEETHEART LETTER TRAY,127,467.05,Slow Moving,NO
23137,ZINC WIRE SWEETHEART LETTER TRAY,80,253.24,Slow Moving,NO
23138,SINGLE WIRE HOOK IVORY HEART,870,1201.8999999999999,Medium Moving,YES
23139,SINGLE WIRE HOOK PINK HEART,406,502.38,Medium Moving,NO
23140,TRIPLE WIRE HOOK IVORY HEART,160,658.5400000000001,Slow Moving,NO
23141,TRIPLE WIRE HOOK PINK HEART,68,215.00000000000003,Slow Moving,NO
23142,IVORY WIRE KITCHEN ORGANISER,116,1137.65,Slow Moving,NO
23143,ZINC WIRE KITCHEN ORGANISER,25,156.8,Slow Moving,NO
23144,ZINC T-LIGHT HOLDER STARS SMALL,4894,3879.9799999999996,Fast Moving,YES
23145,ZINC T-LIGHT HOLDER STAR LARGE,2030,1896.5399999999997,Fast Moving,YES
23145,ZINC T-LIGHT HOLDER STARS LARGE,24,22.799999999999997,Slow Moving,NO
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,778,2526.02,Medium Moving,YES
23147,SINGLE ANTIQUE ROSE HOOK IVORY,1843,2669.95,Fast Moving,YES
23148,MINIATURE ANTIQUE ROSE HOOK IVORY,2065,1711.55,Fast Moving,YES
23148,MINITURE ANTIQUE ROSE HOOK IVORY,48,40.8,Slow Moving,NO
23149,ANTIQUE IVORY WIRE BOWL SMALL,97,241.53000000000003,Slow Moving,NO
23150,IVORY SWEETHEART SOAP DISH,139,346.11,Slow Moving,NO
23151,ZINC SWEETHEART SOAP DISH,59,104.41000000000001,Slow Moving,NO
23152,IVORY SWEETHEART WIRE LETTER RACK ,541,1998.51,Medium Moving,YES
23153,ZINC SWEETHEART WIRE LETTER RACK,248,923.63,Medium Moving,NO
23154,SET OF 4 JAM JAR MAGNETS,2441,4922.01,Fast Moving,YES
23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,2094,1669.3799999999999,Fast Moving,YES
23156,SET OF 5 MINI GROCERY MAGNETS,1631,3297.2200000000003,Fast Moving,YES
23157,SET OF 6 NATIVITY MAGNETS ,2530,5031.55,Fast Moving,YES
23158,SET OF 5 LUCKY CAT MAGNETS ,2536,5117.32,Fast Moving,YES
23159,SET OF 5 PANCAKE DAY MAGNETS,2255,4562.7300000000005,Fast Moving,YES
23160,REGENCY TEA SPOON,1392,1651.8,Fast Moving,YES
23161,REGENCY CAKE FORK,1608,1896.6000000000001,Fast Moving,YES
23162,REGENCY TEA STRAINER,1362,4789.24,Fast Moving,YES
23163,REGENCY SUGAR TONGS,1714,3949.7000000000003,Fast Moving,YES
23164,REGENCY CAKE SLICE,564,2579.21,Medium Moving,YES
23165,LARGE CERAMIC TOP STORAGE JAR,2950,4617.9,Fast Moving,YES
23166,MEDIUM CERAMIC TOP STORAGE JAR,77916,81416.73000000001,Fast Moving,YES
23167,SMALL CERAMIC TOP STORAGE JAR ,5666,4184.179999999999,Fast Moving,YES
23168,CLASSIC CAFE SUGAR DISPENSER,2633,3037.1,Fast Moving,YES
23168,CLASSIC SUGAR DISPENSER,216,247.32,Medium Moving,NO
23169,CLASSIC GLASS COOKIE JAR,1332,5350.200000000001,Fast Moving,YES
23169,CLASSIC GLASS SWEET JAR,119,479.45000000000005,Slow Moving,NO
23170,REGENCY TEA PLATE ROSES ,6563,10170.99,Fast Moving,YES
23171,REGENCY TEA PLATE GREEN ,5966,9184.9,Fast Moving,YES
23172,REGENCY TEA PLATE PINK,3688,5793.28,Fast Moving,YES
23173,REGENCY TEAPOT ROSES ,2662,23033.52,Fast Moving,YES
23174,REGENCY SUGAR BOWL GREEN,2954,11567.24,Fast Moving,YES
23175,REGENCY MILK JUG PINK ,3062,8995.0,Fast Moving,YES
23176,ABC TREASURE BOOK BOX ,2088,4373.26,Fast Moving,YES
23177,TREASURE ISLAND BOOK BOX,2428,5029.8,Fast Moving,YES
23178,JAM CLOCK MAGNET,309,838.47,Medium Moving,NO
23179,CLOCK MAGNET MUM'S KITCHEN,304,837.88,Medium Moving,NO
23180,MUM'S KITCHEN CLOCK,104,471.90000000000003,Slow Moving,NO
23181,BULL DOG BOTTLE TOP WALL CLOCK,185,1484.25,Slow Moving,NO
23182,TOILET SIGN OCCUPIED OR VACANT,3378,2807.6899999999996,Fast Moving,YES
23183,MOTHER'S KITCHEN SPOON REST ,178,690.71,Slow Moving,NO
23184,BULL DOG BOTTLE OPENER,778,3749.5,Medium Moving,YES
23185,FRENCH STYLE STORAGE JAR JAM,317,114.85,Medium Moving,NO
23186,FRENCH STYLE STORAGE JAR CAFE ,1982,819.4599999999999,Fast Moving,YES
23187,FRENCH STYLE STORAGE JAR BONBONS,2338,695.06,Fast Moving,YES
23188,VINTAGE  2 METER FOLDING RULER,1775,2902.47,Fast Moving,YES
23188,VINTAGE  2 METRE FOLDING RULER,1321,2197.6899999999996,Fast Moving,YES
23189,SET OF 12 FORK CANDLES,1215,3319.35,Fast Moving,YES
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,1678,2691.14,Fast Moving,YES
23191,BUNDLE OF 3 RETRO EXERCISE BOOKS,60,98.99999999999999,Slow Moving,NO
23191,BUNDLE OF 3 RETRO NOTE BOOKS,2099,3393.3499999999995,Fast Moving,YES
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,3269,5197.169999999999,Fast Moving,YES
23193,BUFFALO BILL TREASURE BOOK BOX,1847,3750.57,Fast Moving,YES
23194,GYMKHANA TREASURE BOOK BOX,1630,3417.83,Fast Moving,YES
23194,GYMKHANNA TREASURE BOOK BOX,120,261.84000000000003,Slow Moving,NO
23196,LEAVES MAGNETIC  SHOPPING LIST,24,34.8,Slow Moving,NO
23196,RETO LEAVES MAGNETIC SHOPPING LIST,36,52.199999999999996,Slow Moving,NO
23196,RETRO LEAVES MAGNETIC NOTEPAD,103,149.35,Slow Moving,NO
23196,VINTAGE LEAF MAGNETIC NOTEPAD,1593,2242.65,Fast Moving,YES
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,1318,1900.9399999999998,Fast Moving,YES
23197,VEGETABLE MAGNETIC  SHOPPING LIST,36,49.8,Slow Moving,NO
23198,PANTRY MAGNETIC  SHOPPING LIST,3063,4341.19,Fast Moving,YES
23199,JUMBO BAG APPLES,13875,26426.3,Fast Moving,YES
23200,JUMBO BAG PEARS,6729,13034.92,Fast Moving,YES
23201,JUMBO BAG ALPHABET,12533,24160.44,Fast Moving,YES
23202,JUMBO BAG VINTAGE LEAF,10695,20921.55,Fast Moving,YES
23203,JUMBO BAG DOILEY PATTERNS,8735,16737.1,Fast Moving,YES
23203,JUMBO BAG VINTAGE DOILEY ,143,268.44,Slow Moving,NO
23203,JUMBO BAG VINTAGE DOILY ,10620,20641.4,Fast Moving,YES
23204,CHARLOTTE BAG APPLES DESIGN,7039,5632.15,Fast Moving,YES
23205,CHARLOTTE BAG ALPHABET  DESIGN,400,320.5,Medium Moving,NO
23205,CHARLOTTE BAG VINTAGE ALPHABET ,4750,3784.52,Fast Moving,YES
23206,LUNCH BAG APPLE DESIGN,11530,18220.5,Fast Moving,YES
23207,LUNCH BAG ALPHABET DESIGN,7533,11994.41,Fast Moving,YES
23208,LUNCH BAG VINTAGE LEAF DESIGN,6191,9950.35,Fast Moving,YES
23209,LUNCH BAG DOILEY PATTERN ,6477,10323.05,Fast Moving,YES
23209,LUNCH BAG VINTAGE DOILEY ,70,115.5,Slow Moving,NO
23209,LUNCH BAG VINTAGE DOILY ,6438,10347.66,Fast Moving,YES
23210,WHITE ROCKING HORSE HAND PAINTED,2750,3311.5,Fast Moving,YES
23211,RED ROCKING HORSE HAND PAINTED,2206,2631.5,Fast Moving,YES
23212,HEART WREATH DECORATION WITH BELL,2163,2562.63,Fast Moving,YES
23212,PAINTED HEART WREATH WITH BELL,12,15.0,Slow Moving,NO
23213,STAR WREATH DECORATION WITH BELL,1594,1921.94,Fast Moving,YES
23214,BELL HEART ANTIQUE GOLD,12,24.96,Slow Moving,NO
23214,JINGLE BELL HEART ANTIQUE GOLD,760,1599.8700000000001,Medium Moving,YES
23215,JINGLE BELL HEART ANTIQUE SILVER,3544,6955.8,Fast Moving,YES
23216,LAUREL HEART ANTIQUE GOLD,518,613.51,Medium Moving,YES
23217,LAUREL HEART ANTIQUE SILVER,1290,1567.0,Fast Moving,YES
23218,LAUREL STAR ANTIQUE GOLD,372,465.81,Medium Moving,NO
23219,LAUREL STAR ANTIQUE SILVER ,404,504.6,Medium Moving,NO
23220,REINDEER HEART DECORATION GOLD,929,774.43,Medium Moving,YES
23221,REINDEER HEART DECORATION SILVER,1461,1241.59,Fast Moving,YES
23222,CHRISTMAS TREE HANGING GOLD,776,690.64,Medium Moving,YES
23223,CHRISTMAS TREE HANGING SILVER ,745,670.1099999999999,Medium Moving,YES
23224,CHERUB HEART DECORATION GOLD,719,620.4499999999999,Medium Moving,YES
